estimator	min_score	mean_score	max_score	std_score	cls__criterion	cls__max_depth	cls__max_features	tfidf__use_idf	vect__ngram_range	cls__C	cls__loss	cls__alpha	cls__kernel	cls__n_estimators
RandomForestClassifier	0.82555	0.87637	0.9369	0.02754060819952965	entropy	5	log2	False	(1, 1)					40
RandomForestClassifier	0.8477	0.8752699999999999	0.9127	0.020444512711238674	gini	5	10	True	(1, 2)					100
RandomForestClassifier	0.8234500000000001	0.8724449999999999	0.90645	0.024874760802870037	entropy	5	10	True	(1, 2)					80
RandomForestClassifier	0.8350000000000001	0.8708899999999999	0.9073	0.02154382510140664	gini	5	10	False	(1, 2)					80
RandomForestClassifier	0.8403499999999999	0.8681099999999999	0.8911	0.016923604816941346	gini	5	log2	True	(1, 2)					80
RandomForestClassifier	0.8248	0.8680249999999999	0.90435	0.024273259463862707	entropy	5	10	False	(1, 1)					40
RandomForestClassifier	0.8341999999999999	0.8678800000000001	0.90165	0.021667177942685564	gini	5	log2	True	(1, 1)					40
RandomForestClassifier	0.8314499999999999	0.8647749999999998	0.9028	0.02183954269209868	entropy	5	10	False	(1, 2)					80
RandomForestClassifier	0.8047000000000001	0.8647199999999999	0.90395	0.028679916317869546	gini	5	10	False	(1, 1)					40
RandomForestClassifier	0.8290500000000001	0.86409	0.8922	0.02027707819188944	entropy	5	log2	True	(1, 1)					40
RandomForestClassifier	0.8183	0.8638199999999999	0.90275	0.028189964526405493	gini	5	10	True	(1, 2)					80
RandomForestClassifier	0.8400500000000001	0.85931	0.9046000000000001	0.01834277514445404	entropy	5	log2	True	(1, 2)					80
SVC	0.8236	0.85686	0.8865	0.0184572045554033				False	(1, 1)	100.0			sigmoid	
RandomForestClassifier	0.7892	0.8548500000000001	0.9029499999999999	0.038414248658538125	entropy	5	10	True	(1, 1)					40
RandomForestClassifier	0.7855	0.8544599999999999	0.89735	0.033371393438093054	gini	5	10	True	(1, 1)					40
RandomForestClassifier	0.8029000000000001	0.84662	0.9057999999999999	0.028939490320321802	gini	5	log2	False	(1, 2)					40
RandomForestClassifier	0.80245	0.837495	0.8864	0.02325366046453761	entropy	5	10	False	(1, 2)					40
treeClassifier	0.81	0.836	0.88	0.021886068628239278	entropy			True	(1, 1)					
treeClassifier	0.8150000000000001	0.835	0.855	0.01244989959798871	gini			False	(1, 2)					
treeClassifier	0.7888999999999999	0.83341	0.8691	0.025365082298309246	gini	5		False	(1, 2)					
treeClassifier	0.78	0.8320000000000001	0.88	0.030430248109405866	entropy			False	(1, 1)					
treeClassifier	0.78765	0.8307399999999999	0.87515	0.03172254561033843	gini	5		False	(1, 1)					
treeClassifier	0.7950000000000002	0.8300000000000001	0.865	0.02291287847477918	gini			True	(1, 2)					
treeClassifier	0.7566	0.8290599999999999	0.8689	0.036245653532527164	gini	5		True	(1, 2)					
RandomForestClassifier	0.763	0.829045	0.8808999999999999	0.04000152778332343	entropy	5	log2	False	(1, 2)					40
treeClassifier	0.7749999999999999	0.8285	0.855	0.020862646045025076	entropy			False	(1, 2)					
treeClassifier	0.7999999999999999	0.8264999999999999	0.855	0.018980252896102313	gini			True	(1, 1)					
RandomForestClassifier	0.78745	0.8261800000000001	0.85275	0.019596596643294977	gini	5	log2	True	(1, 2)					40
treeClassifier	0.765	0.825	0.8800000000000001	0.02958039891549809	gini			False	(1, 1)					
treeClassifier	0.78295	0.82426	0.8694	0.02932555881820496	gini	5		True	(1, 1)					
treeClassifier	0.8	0.8240000000000001	0.8549999999999999	0.017291616465790555	entropy			True	(1, 2)					
treeClassifier	0.7858499999999999	0.822575	0.8592500000000001	0.028279995137906237	entropy	5		False	(1, 1)					
RandomForestClassifier	0.7853	0.81713	0.856	0.022887225694697016	entropy	5	log2	True	(1, 2)					40
treeClassifier	0.7759499999999999	0.8146950000000001	0.8607999999999999	0.029144437290845066	entropy	5		True	(1, 2)					
RandomForestClassifier	0.74685	0.814105	0.8596	0.032568062960513934	gini	5	10	False	(1, 2)					40
treeClassifier	0.77	0.8140000000000001	0.88	0.03088689042296099	entropy		sqrt	True	(1, 1)					
treeClassifier	0.7775000000000001	0.8122349999999999	0.8541	0.02396398391336463	entropy	5		True	(1, 1)					
treeClassifier	0.77	0.8105	0.86	0.02970269348055828	gini		sqrt	False	(1, 1)					
treeClassifier	0.76	0.8089999999999999	0.86	0.029647934160747184	gini		sqrt	True	(1, 1)					
RandomForestClassifier	0.6885	0.8087799999999999	0.8659499999999999	0.051148739964929725	gini	5	10	True	(1, 2)					40
treeClassifier	0.7716000000000001	0.80777	0.83595	0.024559847312228943	entropy	5		False	(1, 2)					
treeClassifier	0.765	0.8065	0.8400000000000001	0.028376927247325445	gini		sqrt	False	(1, 2)					
treeClassifier	0.74	0.805	0.84	0.02549509756796392	entropy		sqrt	False	(1, 2)					
treeClassifier	0.7699999999999999	0.804	0.83	0.02083266665599966	gini		auto	False	(1, 2)					
treeClassifier	0.78	0.8034999999999999	0.845	0.020006249023742533	entropy		auto	True	(1, 1)					
treeClassifier	0.735	0.8025	0.855	0.040015621949433706	entropy		auto	False	(1, 2)					
treeClassifier	0.765	0.8019999999999999	0.835	0.025317977802344304	gini		auto	False	(1, 1)					
treeClassifier	0.735	0.8015000000000001	0.86	0.03317001658124397	gini		auto	True	(1, 2)					
treeClassifier	0.76	0.8015000000000001	0.8549999999999999	0.02480423350962489	entropy		auto	False	(1, 1)					
treeClassifier	0.765	0.8015000000000001	0.8250000000000001	0.017895530168173305	entropy		sqrt	True	(1, 2)					
treeClassifier	0.755	0.7965	0.83	0.02313547060251853	entropy		10	False	(1, 1)					
treeClassifier	0.74	0.796	0.875	0.0350570962859162	gini		sqrt	True	(1, 2)					
treeClassifier	0.72	0.796	0.8350000000000001	0.030643106892089128	entropy		auto	True	(1, 2)					
treeClassifier	0.755	0.7950000000000002	0.8400000000000001	0.02598076211353317	entropy		sqrt	False	(1, 1)					
treeClassifier	0.765	0.795	0.83	0.01565247584249851	gini		auto	True	(1, 1)					
RandomForestClassifier	0.68725	0.7941749999999999	0.8552000000000001	0.05285425834310799	entropy	5	10	True	(1, 2)					40
treeClassifier	0.765	0.794	0.825	0.015937377450509188	entropy		log2	False	(1, 1)					
treeClassifier	0.7550000000000001	0.7929999999999999	0.84	0.02917190429162961	entropy		10	False	(1, 2)					
treeClassifier	0.75	0.7905	0.83	0.024438698819699862	gini		log2	False	(1, 2)					
treeClassifier	0.75	0.789	0.8400000000000001	0.03006659275674581	gini		10	True	(1, 2)					
treeClassifier	0.7549999999999999	0.788	0.83	0.021000000000000015	entropy		10	True	(1, 1)					
treeClassifier	0.73	0.7859999999999999	0.84	0.034985711369071776	gini		10	False	(1, 1)					
treeClassifier	0.745	0.7855	0.8400000000000001	0.03869431482789173	gini		log2	True	(1, 1)					
treeClassifier	0.7249999999999999	0.7855	0.855	0.032283896914715886	gini		10	False	(1, 2)					
treeClassifier	0.7249999999999999	0.7849999999999999	0.835	0.03263433774416145	entropy		log2	True	(1, 1)					
treeClassifier	0.74	0.7845	0.835	0.02867490191787935	entropy		10	True	(1, 2)					
treeClassifier	0.7350000000000001	0.7834999999999999	0.8249999999999998	0.02530316185775993	entropy		log2	False	(1, 2)					
treeClassifier	0.6950000000000001	0.7725000000000001	0.84	0.041185555720422165	entropy		log2	True	(1, 2)					
treeClassifier	0.705	0.7719999999999999	0.8150000000000001	0.03257299494980465	gini		10	True	(1, 1)					
treeClassifier	0.73	0.7715	0.82	0.02837692724732541	gini		log2	True	(1, 2)					
treeClassifier	0.7250000000000001	0.771	0.8200000000000001	0.0332264954516723	gini		log2	False	(1, 1)					
treeClassifier	0.55	0.6650349999999999	0.7227999999999999	0.04834335037003536	gini	5	auto	True	(1, 1)					
treeClassifier	0.57725	0.6565049999999999	0.75405	0.04741849032814097	entropy	5	sqrt	False	(1, 1)					
treeClassifier	0.5728	0.65635	0.7656499999999999	0.05367644734890712	gini	5	sqrt	False	(1, 1)					
treeClassifier	0.60295	0.64962	0.7337	0.045321386783724965	entropy	5	auto	True	(1, 1)					
treeClassifier	0.55945	0.645505	0.7555000000000001	0.06972910242502771	entropy	5	auto	False	(1, 1)					
treeClassifier	0.5802499999999999	0.6440699999999999	0.7085999999999999	0.03977664012960369	entropy	5	sqrt	True	(1, 1)					
treeClassifier	0.5765	0.643955	0.73025	0.05068260278438747	gini	5	auto	False	(1, 2)					
treeClassifier	0.57255	0.6367649999999999	0.7043000000000001	0.03981983205640128	gini	5	auto	False	(1, 1)					
treeClassifier	0.5495000000000001	0.6330850000000001	0.7269	0.05821488233261317	gini	5	sqrt	False	(1, 2)					
treeClassifier	0.5773999999999999	0.6319049999999999	0.6773	0.032834025415717775	entropy	5	auto	False	(1, 2)					
treeClassifier	0.53465	0.625215	0.73095	0.06610686443176687	gini	5	sqrt	True	(1, 1)					
treeClassifier	0.54355	0.6163299999999999	0.6922999999999999	0.05670417621304449	entropy	5	sqrt	False	(1, 2)					
treeClassifier	0.5377	0.613105	0.6661	0.04152854108923167	gini	5	auto	True	(1, 2)					
treeClassifier	0.5352	0.612595	0.6957500000000001	0.0538111022466554	entropy	5	auto	True	(1, 2)					
treeClassifier	0.5424500000000001	0.5969300000000001	0.7229500000000001	0.05752495632332109	gini	5	sqrt	True	(1, 2)					
treeClassifier	0.45955	0.5837950000000001	0.71865	0.06914278143812269	entropy	5	sqrt	True	(1, 2)					
treeClassifier	0.5049	0.574275	0.7457500000000001	0.07276402356247216	gini	5	log2	True	(1, 1)					
treeClassifier	0.5151	0.565455	0.66665	0.04421002403301765	entropy	5	log2	True	(1, 1)					
treeClassifier	0.5	0.5623999999999999	0.66665	0.059627782953921724	entropy	5	log2	False	(1, 1)					
treeClassifier	0.5	0.555045	0.7146	0.07322676235502974	gini	5	10	True	(1, 1)					
treeClassifier	0.4800000000000001	0.5511099999999999	0.6436	0.04885890297581391	gini	5	log2	False	(1, 1)					
treeClassifier	0.49979999999999997	0.54806	0.65775	0.046087990843602614	entropy	5	10	True	(1, 1)					
treeClassifier	0.5001	0.533755	0.6278999999999999	0.039717775932194374	entropy	5	10	False	(1, 1)					
treeClassifier	0.49995	0.531095	0.6387499999999999	0.038978977988141233	gini	5	log2	True	(1, 2)					
treeClassifier	0.505	0.530325	0.6	0.028948274991784914	entropy	5	log2	True	(1, 2)					
treeClassifier	0.505	0.52941	0.5756	0.024812666120350695	gini	5	10	False	(1, 1)					
treeClassifier	0.49479999999999996	0.523855	0.62435	0.03629047705666046	entropy	5	10	False	(1, 2)					
treeClassifier	0.505	0.52042	0.555	0.01831408201357634	gini	5	10	False	(1, 2)					
treeClassifier	0.5	0.51989	0.5842	0.02546100744275451	entropy	5	10	True	(1, 2)					
treeClassifier	0.49	0.5124799999999999	0.575	0.02282226106239256	gini	5	10	True	(1, 2)					
treeClassifier	0.4901	0.5123399999999999	0.5589999999999999	0.018693659352839384	entropy	5	log2	False	(1, 2)					
treeClassifier	0.49994999999999995	0.511425	0.52945	0.011095702997106585	gini	5	log2	False	(1, 2)					
